C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS                                                               
J001,R460,01-00-00,MARCY AV,JMZ,BMT,02/16/2017,08:00:00,REGULAR,6574819,0000920656                                             
J001,R460,01-00-00,MARCY AV,JMZ,BMT,02/16/2017,12:00:00,REGULAR,6575566,0000920743                                             
J001,R460,01-00-00,MARCY AV,JMZ,BMT,02/16/2017,16:00:00,REGULAR,6575919,0000920797                                             
J001,R460,01-00-00,MARCY AV,JMZ,BMT,02/16/2017,20:00:00,REGULAR,6576285,0000920830                                             
J001,R460,01-00-00,MARCY AV,JMZ,BMT,02/17/2017,00:00:00,REGULAR,6576389,0000920854                                             
J001,R460,01-00-00,MARCY AV,JMZ,BMT,02/17/2017,04:00:00,REGULAR,6576409,0000920859                                             
J001,R460,01-00-00,MARCY AV,JMZ,BMT,02/17/2017,08:00:00,REGULAR,6576614,0000920896                                             
J001,R460,01-00-00,MARCY AV,JMZ,BMT,02/17/2017,12:00:00,REGULAR,6577390,0000921009                                             
J001,R460,01-00-00,MARCY AV,JMZ,BMT,02/17/2017,16:00:00,REGULAR,6577790,0000921071                                             
J001,R460,01-00-00,MARCY AV,JMZ,BMT,02/17/2017,20:00:00,REGULAR,6578145,0000921117                                             
J001,R460,01-00-01,MARCY AV,JMZ,BMT,02/11/2017,00:00:00,REGULAR,7742766,0002178566                                             
J001,R460,01-00-01,MARCY AV,JMZ,BMT,02/11/2017,04:00:00,REGULAR,7742783,0002178576                                             
J001,R460,01-00-01,MARCY AV,JMZ,BMT,02/11/2017,08:00:00,REGULAR,7742832,0002178589                                             
J001,R460,01-00-01,MARCY AV,JMZ,BMT,02/11/2017,12:00:00,REGULAR,7743070,0002178644                                             
J001,R460,01-00-01,MARCY AV,JMZ,BMT,02/11/2017,16:00:00,REGULAR,7743453,0002178738                                             
J001,R460,01-00-01,MARCY AV,JMZ,BMT,02/11/2017,20:00:00,REGULAR,7743707,0002178792                                             
J001,R460,01-00-01,MARCY AV,JMZ,BMT,02/12/2017,00:00:00,REGULAR,7743810,0002178833                                             
J001,R460,01-00-01,MARCY AV,JMZ,BMT,02/12/2017,04:00:00,REGULAR,7743839,0002178838                                             
J001,R460,01-00-01,MARCY AV,JMZ,BMT,02/12/2017,12:00:00,REGULAR,7743995,0002178872                                             
J001,R460,01-00-01,MARCY AV,JMZ,BMT,02/12/2017,16:00:00,REGULAR,7744170,0002178924                                             
J001,R460,01-00-01,MARCY AV,JMZ,BMT,02/12/2017,20:00:00,REGULAR,7744306,0002178973                                             
J001,R460,01-00-01,MARCY AV,JMZ,BMT,02/13/2017,00:00:00,REGULAR,7744360,0002178999                                             
J001,R460,01-00-01,MARCY AV,JMZ,BMT,02/13/2017,04:00:00,REGULAR,7744372,0002179002                                             
J001,R460,01-00-01,MARCY AV,JMZ,BMT,02/13/2017,08:00:00,REGULAR,7744552,0002179069                                             
J001,R460,01-00-01,MARCY AV,JMZ,BMT,02/13/2017,12:00:00,REGULAR,7745276,0002179178                                             
J001,R460,01-00-01,MARCY AV,JMZ,BMT,02/13/2017,16:00:00,REGULAR,7745661,0002179264                                             
J001,R460,01-00-01,MARCY AV,JMZ,BMT,02/13/2017,20:00:00,REGULAR,7745979,0002179365                                             
J001,R460,01-00-01,MARCY AV,JMZ,BMT,02/14/2017,00:00:00,REGULAR,7746080,0002179389                                             
J001,R460,01-00-01,MARCY AV,JMZ,BMT,02/14/2017,04:00:00,REGULAR,7746100,0002179393                                             
J001,R460,01-00-01,MARCY AV,JMZ,BMT,02/14/2017,08:00:00,REGULAR,7746310,0002179438                                             
J001,R460,01-00-01,MARCY AV,JMZ,BMT,02/14/2017,12:00:00,REGULAR,7747015,0002179540                                             
J001,R460,01-00-01,MARCY AV,JMZ,BMT,02/14/2017,16:00:00,REGULAR,7747290,0002179610                                             
J001,R460,01-00-01,MARCY AV,JMZ,BMT,02/14/2017,20:00:00,REGULAR,7747551,0002179688                                             
J001,R460,01-00-01,MARCY AV,JMZ,BMT,02/15/2017,00:00:00,REGULAR,7747624,0002179723                                             
J001,R460,01-00-01,MARCY AV,JMZ,BMT,02/15/2017,04:00:00,REGULAR,7747641,0002179729                                             
J001,R460,01-00-01,MARCY AV,JMZ,BMT,02/15/2017,08:00:00,REGULAR,7747846,0002179775                                             
J001,R460,01-00-01,MARCY AV,JMZ,BMT,02/15/2017,12:00:00,REGULAR,7748579,0002179878                                             
J001,R460,01-00-01,MARCY AV,JMZ,BMT,02/15/2017,16:00:00,REGULAR,7748886,0002179947                                             
J001,R460,01-00-01,MARCY AV,JMZ,BMT,02/15/2017,20:00:00,REGULAR,7749235,0002180006                                             
J001,R460,01-00-01,MARCY AV,JMZ,BMT,02/16/2017,00:00:00,REGULAR,7749307,0002180040                                             
J001,R460,01-00-01,MARCY AV,JMZ,BMT,02/16/2017,04:00:00,REGULAR,7749334,0002180045                                             
J001,R460,01-00-01,MARCY AV,JMZ,BMT,02/16/2017,08:00:00,REGULAR,7749532,0002180099                                             
J001,R460,01-00-01,MARCY AV,JMZ,BMT,02/16/2017,12:00:00,REGULAR,7750229,0002180187                                             
J001,R460,01-00-01,MARCY AV,JMZ,BMT,02/16/2017,16:00:00,REGULAR,7750522,0002180252                                             
J001,R460,01-00-01,MARCY AV,JMZ,BMT,02/16/2017,20:00:00,REGULAR,7750821,0002180324                                             
J001,R460,01-00-01,MARCY AV,JMZ,BMT,02/17/2017,00:00:00,REGULAR,7750895,0002180360                                             
J001,R460,01-00-01,MARCY AV,JMZ,BMT,02/17/2017,04:00:00,REGULAR,7750913,0002180362                                             
J001,R460,01-00-01,MARCY AV,JMZ,BMT,02/17/2017,08:00:00,REGULAR,7751070,0002180421                                             
J001,R460,01-00-01,MARCY AV,JMZ,BMT,02/17/2017,12:00:00,REGULAR,7751723,0002180527                                             
J001,R460,01-00-01,MARCY AV,JMZ,BMT,02/17/2017,16:00:00,REGULAR,7752038,0002180604                                             
J001,R460,01-00-01,MARCY AV,JMZ,BMT,02/17/2017,20:00:00,REGULAR,7752296,0002180705                                             
J001,R460,01-00-02,MARCY AV,JMZ,BMT,02/11/2017,00:00:00,REGULAR,8202346,0001437781                                             
J001,R460,01-00-02,MARCY AV,JMZ,BMT,02/11/2017,04:00:00,REGULAR,8202370,0001437790                                             
J001,R460,01-00-02,MARCY AV,JMZ,BMT,02/11/2017,08:00:00,REGULAR,8202434,0001437796                                             
J001,R460,01-00-02,MARCY AV,JMZ,BMT,02/11/2017,12:00:00,REGULAR,8202712,0001437815                                             
J001,R460,01-00-02,MARCY AV,JMZ,BMT,02/11/2017,16:00:00,REGULAR,8203084,0001437851                                             
J001,R460,01-00-02,MARCY AV,JMZ,BMT,02/11/2017,20:00:00,REGULAR,8203218,0001437892                                             
J001,R460,01-00-02,MARCY AV,JMZ,BMT,02/12/2017,00:00:00,REGULAR,8203301,0001437906                                             
J001,R460,01-00-02,MARCY AV,JMZ,BMT,02/12/2017,04:00:00,REGULAR,8203329,0001437910                                             
J001,R460,01-00-02,MARCY AV,JMZ,BMT,02/12/2017,12:00:00,REGULAR,8203486,0001437944                                             
J001,R460,01-00-02,MARCY AV,JMZ,BMT,02/12/2017,16:00:00,REGULAR,8203631,0001437967                                             
J001,R460,01-00-02,MARCY AV,JMZ,BMT,02/12/2017,20:00:00,REGULAR,8203776,0001437999                                             
J001,R460,01-00-02,MARCY AV,JMZ,BMT,02/13/2017,00:00:00,REGULAR,8203848,0001438008                                             
J001,R460,01-00-02,MARCY AV,JMZ,BMT,02/13/2017,04:00:00,REGULAR,8203866,0001438013                                             
J001,R460,01-00-02,MARCY AV,JMZ,BMT,02/13/2017,08:00:00,REGULAR,8204077,0001438065                                             
J001,R460,01-00-02,MARCY AV,JMZ,BMT,02/13/2017,12:00:00,REGULAR,8204754,0001438108                                             
J001,R460,01-00-02,MARCY AV,JMZ,BMT,02/13/2017,16:00:00,REGULAR,8204938,0001438137                                             
J001,R460,01-00-02,MARCY AV,JMZ,BMT,02/13/2017,20:00:00,REGULAR,8205208,0001438169                                             
J001,R460,01-00-02,MARCY AV,JMZ,BMT,02/14/2017,00:00:00,REGULAR,8205296,0001438180                                             
J001,R460,01-00-02,MARCY AV,JMZ,BMT,02/14/2017,04:00:00,REGULAR,8205311,0001438181                                             
J001,R460,01-00-02,MARCY AV,JMZ,BMT,02/14/2017,08:00:00,REGULAR,8205548,0001438216                                             
J001,R460,01-00-02,MARCY AV,JMZ,BMT,02/14/2017,12:00:00,REGULAR,8206303,0001438287                                             
J001,R460,01-00-02,MARCY AV,JMZ,BMT,02/14/2017,16:00:00,REGULAR,8206589,0001438317                                             
J001,R460,01-00-02,MARCY AV,JMZ,BMT,02/14/2017,20:00:00,REGULAR,8206943,0001438362                                             
J001,R460,01-00-02,MARCY AV,JMZ,BMT,02/15/2017,00:00:00,REGULAR,8207044,0001438378                                             
J001,R460,01-00-02,MARCY AV,JMZ,BMT,02/15/2017,04:00:00,REGULAR,8207068,0001438380                                             
J001,R460,01-00-02,MARCY AV,JMZ,BMT,02/15/2017,08:00:00,REGULAR,8207323,0001438406                                             
J001,R460,01-00-02,MARCY AV,JMZ,BMT,02/15/2017,12:00:00,REGULAR,8207991,0001438471                                             
J001,R460,01-00-02,MARCY AV,JMZ,BMT,02/15/2017,16:00:00,REGULAR,8208261,0001438507                                             
J001,R460,01-00-02,MARCY AV,JMZ,BMT,02/15/2017,20:00:00,REGULAR,8208529,0001438539                                             
J001,R460,01-00-02,MARCY AV,JMZ,BMT,02/16/2017,00:00:00,REGULAR,8208636,0001438548                                             
J001,R460,01-00-02,MARCY AV,JMZ,BMT,02/16/2017,04:00:00,REGULAR,8208655,0001438552                                             
J001,R460,01-00-02,MARCY AV,JMZ,BMT,02/16/2017,08:00:00,REGULAR,8208892,0001438581                                             
J001,R460,01-00-02,MARCY AV,JMZ,BMT,02/16/2017,12:00:00,REGULAR,8209614,0001438628                                             
J001,R460,01-00-02,MARCY AV,JMZ,BMT,02/16/2017,16:00:00,REGULAR,8209885,0001438664                                             
J001,R460,01-00-02,MARCY AV,JMZ,BMT,02/16/2017,20:00:00,REGULAR,8210174,0001438698                                             
J001,R460,01-00-02,MARCY AV,JMZ,BMT,02/17/2017,00:00:00,REGULAR,8210259,0001438718                                             
J001,R460,01-00-02,MARCY AV,JMZ,BMT,02/17/2017,04:00:00,REGULAR,8210276,0001438725                                             
J001,R460,01-00-02,MARCY AV,JMZ,BMT,02/17/2017,08:00:00,REGULAR,8210498,0001438757                                             
J001,R460,01-00-02,MARCY AV,JMZ,BMT,02/17/2017,12:00:00,REGULAR,8211174,0001438805                                             
J001,R460,01-00-02,MARCY AV,JMZ,BMT,02/17/2017,16:00:00,REGULAR,8211520,0001438841                                             
J001,R460,01-00-02,MARCY AV,JMZ,BMT,02/17/2017,20:00:00,REGULAR,8211794,0001438902                                             
J001,R460,01-05-00,MARCY AV,JMZ,BMT,02/11/2017,00:00:00,REGULAR,1716,0000000000                                             
J001,R460,01-05-00,MARCY AV,JMZ,BMT,02/11/2017,04:00:00,REGULAR,1716,0000000000                                             
J001,R460,01-05-00,MARCY AV,JMZ,BMT,02/11/2017,08:00:00,REGULAR,1716,0000000000                                             
J001,R460,01-05-00,MARCY AV,JMZ,BMT,02/11/2017,12:00:00,REGULAR,1717,0000000000                                             
J001,R460,01-05-00,MARCY AV,JMZ,BMT,02/11/2017,16:00:00,REGULAR,1717,0000000000                                             
J001,R460,01-05-00,MARCY AV,JMZ,BMT,02/11/2017,20:00:00,REGULAR,1717,0000000000                                             
J001,R460,01-05-00,MARCY AV,JMZ,BMT,02/12/2017,00:00:00,REGULAR,1717,0000000000                                             
J001,R460,01-05-00,MARCY AV,JMZ,BMT,02/12/2017,04:00:00,REGULAR,1717,0000000000                                             
J001,R460,01-05-00,MARCY AV,JMZ,BMT,02/12/2017,12:00:00,REGULAR,1717,0000000000                                             
J001,R460,01-05-00,MARCY AV,JMZ,BMT,02/12/2017,16:00:00,REGULAR,1717,0000000000                                             
J001,R460,01-05-00,MARCY AV,JMZ,BMT,02/12/2017,20:00:00,REGULAR,1717,0000000000                                             
J001,R460,01-05-00,MARCY AV,JMZ,BMT,02/13/2017,00:00:00,REGULAR,1717,0000000000                                             
J001,R460,01-05-00,MARCY AV,JMZ,BMT,02/13/2017,04:00:00,REGULAR,1717,0000000000                                             
J001,R460,01-05-00,MARCY AV,JMZ,BMT,02/13/2017,08:00:00,REGULAR,1717,0000000000                                             
J001,R460,01-05-00,MARCY AV,JMZ,BMT,02/13/2017,12:00:00,REGULAR,1717,0000000000                                             
J001,R460,01-05-00,MARCY AV,JMZ,BMT,02/13/2017,16:00:00,REGULAR,1717,0000000000                                             
J001,R460,01-05-00,MARCY AV,JMZ,BMT,02/13/2017,20:00:00,REGULAR,1717,0000000000                                             
J001,R460,01-05-00,MARCY AV,JMZ,BMT,02/14/2017,00:00:00,REGULAR,1717,0000000000                                             
J001,R460,01-05-00,MARCY AV,JMZ,BMT,02/14/2017,04:00:00,REGULAR,1717,0000000000                                             
J001,R460,01-05-00,MARCY AV,JMZ,BMT,02/14/2017,08:00:00,REGULAR,1717,0000000000                                             
J001,R460,01-05-00,MARCY AV,JMZ,BMT,02/14/2017,12:00:00,REGULAR,1719,0000000000                                             
J001,R460,01-05-00,MARCY AV,JMZ,BMT,02/14/2017,16:00:00,REGULAR,1719,0000000000                                             
J001,R460,01-05-00,MARCY AV,JMZ,BMT,02/14/2017,20:00:00,REGULAR,1719,0000000000                                             
J001,R460,01-05-00,MARCY AV,JMZ,BMT,02/15/2017,00:00:00,REGULAR,1719,0000000000                                             
J001,R460,01-05-00,MARCY AV,JMZ,BMT,02/15/2017,04:00:00,REGULAR,1719,0000000000                                             
J001,R460,01-05-00,MARCY AV,JMZ,BMT,02/15/2017,08:00:00,REGULAR,1719,0000000000                                             
J001,R460,01-05-00,MARCY AV,JMZ,BMT,02/15/2017,12:00:00,REGULAR,1720,0000000000                                             
J001,R460,01-05-00,MARCY AV,JMZ,BMT,02/15/2017,16:00:00,REGULAR,1720,0000000000                                             
J001,R460,01-05-00,MARCY AV,JMZ,BMT,02/15/2017,20:00:00,REGULAR,1720,0000000000                                             
J001,R460,01-05-00,MARCY AV,JMZ,BMT,02/16/2017,00:00:00,REGULAR,1720,0000000000                                             
J001,R460,01-05-00,MARCY AV,JMZ,BMT,02/16/2017,04:00:00,REGULAR,1720,0000000000                                             
J001,R460,01-05-00,MARCY AV,JMZ,BMT,02/16/2017,08:00:00,REGULAR,1720,0000000000                                             
J001,R460,01-05-00,MARCY AV,JMZ,BMT,02/16/2017,12:00:00,REGULAR,1720,0000000000                                             
J001,R460,01-05-00,MARCY AV,JMZ,BMT,02/16/2017,16:00:00,REGULAR,1720,0000000000                                             
J001,R460,01-05-00,MARCY AV,JMZ,BMT,02/16/2017,20:00:00,REGULAR,1720,0000000000                                             
J001,R460,01-05-00,MARCY AV,JMZ,BMT,02/17/2017,00:00:00,REGULAR,1720,0000000000                                             
J001,R460,01-05-00,MARCY AV,JMZ,BMT,02/17/2017,04:00:00,REGULAR,1720,0000000000                                             
J001,R460,01-05-00,MARCY AV,JMZ,BMT,02/17/2017,08:00:00,REGULAR,1720,0000000000                                             
J001,R460,01-05-00,MARCY AV,JMZ,BMT,02/17/2017,12:00:00,REGULAR,1720,0000000000                                             
J001,R460,01-05-00,MARCY AV,JMZ,BMT,02/17/2017,16:00:00,REGULAR,1720,0000000000                                             
J001,R460,01-05-00,MARCY AV,JMZ,BMT,02/17/2017,20:00:00,REGULAR,1720,0000000000                                             
J001,R460,01-05-01,MARCY AV,JMZ,BMT,02/11/2017,00:00:00,REGULAR,0,0000000035                                             
J001,R460,01-05-01,MARCY AV,JMZ,BMT,02/11/2017,04:00:00,REGULAR,0,0000000035                                             
J001,R460,01-05-01,MARCY AV,JMZ,BMT,02/11/2017,08:00:00,REGULAR,0,0000000035                                             
J001,R460,01-05-01,MARCY AV,JMZ,BMT,02/11/2017,12:00:00,REGULAR,0,0000000035                                             
J001,R460,01-05-01,MARCY AV,JMZ,BMT,02/11/2017,16:00:00,REGULAR,0,0000000035                                             
J001,R460,01-05-01,MARCY AV,JMZ,BMT,02/11/2017,20:00:00,REGULAR,0,0000000035                                             
J001,R460,01-05-01,MARCY AV,JMZ,BMT,02/12/2017,00:00:00,REGULAR,0,0000000035                                             
J001,R460,01-05-01,MARCY AV,JMZ,BMT,02/12/2017,04:00:00,REGULAR,0,0000000035                                             
J001,R460,01-05-01,MARCY AV,JMZ,BMT,02/12/2017,12:00:00,REGULAR,0,0000000035                                             
J001,R460,01-05-01,MARCY AV,JMZ,BMT,02/12/2017,16:00:00,REGULAR,0,0000000035                                             
J001,R460,01-05-01,MARCY AV,JMZ,BMT,02/12/2017,20:00:00,REGULAR,0,0000000035                                             
J001,R460,01-05-01,MARCY AV,JMZ,BMT,02/13/2017,00:00:00,REGULAR,0,0000000035                                             
J001,R460,01-05-01,MARCY AV,JMZ,BMT,02/13/2017,04:00:00,REGULAR,0,0000000035                                             
J001,R460,01-05-01,MARCY AV,JMZ,BMT,02/13/2017,08:00:00,REGULAR,0,0000000035                                             
J001,R460,01-05-01,MARCY AV,JMZ,BMT,02/13/2017,12:00:00,REGULAR,0,0000000035                                             
J001,R460,01-05-01,MARCY AV,JMZ,BMT,02/13/2017,16:00:00,REGULAR,0,0000000035                                             
J001,R460,01-05-01,MARCY AV,JMZ,BMT,02/13/2017,20:00:00,REGULAR,0,0000000035                                             
J001,R460,01-05-01,MARCY AV,JMZ,BMT,02/14/2017,00:00:00,REGULAR,0,0000000035                                             
J001,R460,01-05-01,MARCY AV,JMZ,BMT,02/14/2017,04:00:00,REGULAR,0,0000000035                                             
J001,R460,01-05-01,MARCY AV,JMZ,BMT,02/14/2017,08:00:00,REGULAR,0,0000000035                                             
J001,R460,01-05-01,MARCY AV,JMZ,BMT,02/14/2017,12:00:00,REGULAR,0,0000000037                                             
J001,R460,01-05-01,MARCY AV,JMZ,BMT,02/14/2017,16:00:00,REGULAR,0,0000000037                                             
J001,R460,01-05-01,MARCY AV,JMZ,BMT,02/14/2017,20:00:00,REGULAR,0,0000000037                                             
J001,R460,01-05-01,MARCY AV,JMZ,BMT,02/15/2017,00:00:00,REGULAR,0,0000000037                                             
J001,R460,01-05-01,MARCY AV,JMZ,BMT,02/15/2017,04:00:00,REGULAR,0,0000000037                                             
J001,R460,01-05-01,MARCY AV,JMZ,BMT,02/15/2017,08:00:00,REGULAR,0,0000000037                                             
J001,R460,01-05-01,MARCY AV,JMZ,BMT,02/15/2017,12:00:00,REGULAR,0,0000000037                                             
J001,R460,01-05-01,MARCY AV,JMZ,BMT,02/15/2017,16:00:00,REGULAR,0,0000000037                                             
J001,R460,01-05-01,MARCY AV,JMZ,BMT,02/15/2017,20:00:00,REGULAR,0,0000000037                                             
J001,R460,01-05-01,MARCY AV,JMZ,BMT,02/16/2017,00:00:00,REGULAR,0,0000000037                                             
J001,R460,01-05-01,MARCY AV,JMZ,BMT,02/16/2017,04:00:00,REGULAR,0,0000000037                                             
J001,R460,01-05-01,MARCY AV,JMZ,BMT,02/16/2017,08:00:00,REGULAR,0,0000000037                                             
J001,R460,01-05-01,MARCY AV,JMZ,BMT,02/16/2017,12:00:00,REGULAR,0,0000000037                                             
J001,R460,01-05-01,MARCY AV,JMZ,BMT,02/16/2017,16:00:00,REGULAR,0,0000000037                                             
J001,R460,01-05-01,MARCY AV,JMZ,BMT,02/16/2017,20:00:00,REGULAR,0,0000000037                                             
J001,R460,01-05-01,MARCY AV,JMZ,BMT,02/17/2017,00:00:00,REGULAR,0,0000000037                                             
J001,R460,01-05-01,MARCY AV,JMZ,BMT,02/17/2017,04:00:00,REGULAR,0,0000000037                                             
J001,R460,01-05-01,MARCY AV,JMZ,BMT,02/17/2017,08:00:00,REGULAR,0,0000000037                                             
J001,R460,01-05-01,MARCY AV,JMZ,BMT,02/17/2017,12:00:00,REGULAR,0,0000000037                                             
J001,R460,01-05-01,MARCY AV,JMZ,BMT,02/17/2017,16:00:00,REGULAR,0,0000000037                                             
J001,R460,01-05-01,MARCY AV,JMZ,BMT,02/17/2017,20:00:00,REGULAR,0,0000000037                                             
J001,R460,01-06-00,MARCY AV,JMZ,BMT,02/11/2017,00:00:00,REGULAR,18764627,0471678312                                             
J001,R460,01-06-00,MARCY AV,JMZ,BMT,02/11/2017,04:00:00,REGULAR,18764663,0471678361                                             
J001,R460,01-06-00,MARCY AV,JMZ,BMT,02/11/2017,08:00:00,REGULAR,18764690,0471678453                                             
J001,R460,01-06-00,MARCY AV,JMZ,BMT,02/11/2017,12:00:00,REGULAR,18764981,0471678823                                             
J001,R460,01-06-00,MARCY AV,JMZ,BMT,02/11/2017,16:00:00,REGULAR,18765556,0471679248                                             
J001,R460,01-06-00,MARCY AV,JMZ,BMT,02/11/2017,20:00:00,REGULAR,18765830,0471679617                                             
J001,R460,01-06-00,MARCY AV,JMZ,BMT,02/12/2017,00:00:00,REGULAR,18765961,0471679780                                             
J001,R460,01-06-00,MARCY AV,JMZ,BMT,02/12/2017,04:00:00,REGULAR,18765997,0471679818                                             
J001,R460,01-06-00,MARCY AV,JMZ,BMT,02/12/2017,12:00:00,REGULAR,18766125,0471680184                                             
J001,R460,01-06-00,MARCY AV,JMZ,BMT,02/12/2017,16:00:00,REGULAR,18766307,0471680477                                             
J001,R460,01-06-00,MARCY AV,JMZ,BMT,02/12/2017,20:00:00,REGULAR,18766447,0471680709                                             
J001,R460,01-06-00,MARCY AV,JMZ,BMT,02/13/2017,00:00:00,REGULAR,18766513,0471680783                                             
J001,R460,01-06-00,MARCY AV,JMZ,BMT,02/13/2017,04:00:00,REGULAR,18766518,0471680799                                             
J001,R460,01-06-00,MARCY AV,JMZ,BMT,02/13/2017,08:00:00,REGULAR,18766681,0471681229                                             
J001,R460,01-06-00,MARCY AV,JMZ,BMT,02/13/2017,12:00:00,REGULAR,18767404,0471681913                                             
J001,R460,01-06-00,MARCY AV,JMZ,BMT,02/13/2017,16:00:00,REGULAR,18767609,0471682243                                             
J001,R460,01-06-00,MARCY AV,JMZ,BMT,02/13/2017,20:00:00,REGULAR,18767965,0471682661                                             
J001,R460,01-06-00,MARCY AV,JMZ,BMT,02/14/2017,00:00:00,REGULAR,18768070,0471682756                                             
J001,R460,01-06-00,MARCY AV,JMZ,BMT,02/14/2017,04:00:00,REGULAR,18768081,0471682773                                             
J001,R460,01-06-00,MARCY AV,JMZ,BMT,02/14/2017,08:00:00,REGULAR,18768271,0471683197                                             
J001,R460,01-06-00,MARCY AV,JMZ,BMT,02/14/2017,12:00:00,REGULAR,18769283,0471683738                                             
J001,R460,01-06-00,MARCY AV,JMZ,BMT,02/14/2017,16:00:00,REGULAR,18769548,0471684090                                             
J001,R460,01-06-00,MARCY AV,JMZ,BMT,02/14/2017,20:00:00,REGULAR,18769901,0471684518                                             
J001,R460,01-06-00,MARCY AV,JMZ,BMT,02/15/2017,00:00:00,REGULAR,18769993,0471684643                                             
J001,R460,01-06-00,MARCY AV,JMZ,BMT,02/15/2017,04:00:00,REGULAR,18770007,0471684662                                             
J001,R460,01-06-00,MARCY AV,JMZ,BMT,02/15/2017,08:00:00,REGULAR,18770174,0471685078                                             
J001,R460,01-06-00,MARCY AV,JMZ,BMT,02/15/2017,12:00:00,REGULAR,18771068,0471685640                                             
J001,R460,01-06-00,MARCY AV,JMZ,BMT,02/15/2017,16:00:00,REGULAR,18771355,0471686028                                             
J001,R460,01-06-00,MARCY AV,JMZ,BMT,02/15/2017,20:00:00,REGULAR,18771723,0471686364                                             
J001,R460,01-06-00,MARCY AV,JMZ,BMT,02/16/2017,00:00:00,REGULAR,18771836,0471686490                                             
J001,R460,01-06-00,MARCY AV,JMZ,BMT,02/16/2017,04:00:00,REGULAR,18771846,0471686510                                             
J001,R460,01-06-00,MARCY AV,JMZ,BMT,02/16/2017,08:00:00,REGULAR,18772047,0471686966                                             
J001,R460,01-06-00,MARCY AV,JMZ,BMT,02/16/2017,12:00:00,REGULAR,18772991,0471687564                                             
J001,R460,01-06-00,MARCY AV,JMZ,BMT,02/16/2017,16:00:00,REGULAR,18773230,0471687903                                             
J001,R460,01-06-00,MARCY AV,JMZ,BMT,02/16/2017,20:00:00,REGULAR,18773545,0471688274                                             
J001,R460,01-06-00,MARCY AV,JMZ,BMT,02/17/2017,00:00:00,REGULAR,18773657,0471688390                                             
J001,R460,01-06-00,MARCY AV,JMZ,BMT,02/17/2017,04:00:00,REGULAR,18773673,0471688412                                             
J001,R460,01-06-00,MARCY AV,JMZ,BMT,02/17/2017,08:00:00,REGULAR,18773817,0471688866                                             
J001,R460,01-06-00,MARCY AV,JMZ,BMT,02/17/2017,12:00:00,REGULAR,18774952,0471689513                                             
J001,R460,01-06-00,MARCY AV,JMZ,BMT,02/17/2017,16:00:00,REGULAR,18775424,0471689895                                             
J001,R460,01-06-00,MARCY AV,JMZ,BMT,02/17/2017,20:00:00,REGULAR,18775763,0471690276                                             
J001,R460,01-06-01,MARCY AV,JMZ,BMT,02/11/2017,00:00:00,REGULAR,942362,0000273319                                             
J001,R460,01-06-01,MARCY AV,JMZ,BMT,02/11/2017,04:00:00,REGULAR,942419,0000273348                                             
J001,R460,01-06-01,MARCY AV,JMZ,BMT,02/11/2017,08:00:00,REGULAR,942489,0000273398                                             
J001,R460,01-06-01,MARCY AV,JMZ,BMT,02/11/2017,12:00:00,REGULAR,943001,0000273569                                             
J001,R460,01-06-01,MARCY AV,JMZ,BMT,02/11/2017,16:00:00,REGULAR,943842,0000273717                                             
J001,R460,01-06-01,MARCY AV,JMZ,BMT,02/11/2017,20:00:00,REGULAR,944464,0000273831                                             
J001,R460,01-06-01,MARCY AV,JMZ,BMT,02/12/2017,00:00:00,REGULAR,944745,0000273931                                             
J001,R460,01-06-01,MARCY AV,JMZ,BMT,02/12/2017,04:00:00,REGULAR,944843,0000273965                                             
J001,R460,01-06-01,MARCY AV,JMZ,BMT,02/12/2017,12:00:00,REGULAR,945104,0000274135                                             
J001,R460,01-06-01,MARCY AV,JMZ,BMT,02/12/2017,16:00:00,REGULAR,945420,0000274243                                             
J001,R460,01-06-01,MARCY AV,JMZ,BMT,02/12/2017,20:00:00,REGULAR,945699,0000274334                                             
J001,R460,01-06-01,MARCY AV,JMZ,BMT,02/13/2017,00:00:00,REGULAR,945823,0000274372                                             
J001,R460,01-06-01,MARCY AV,JMZ,BMT,02/13/2017,04:00:00,REGULAR,945846,0000274388                                             
J001,R460,01-06-01,MARCY AV,JMZ,BMT,02/13/2017,08:00:00,REGULAR,946188,0000274555                                             
J001,R460,01-06-01,MARCY AV,JMZ,BMT,02/13/2017,12:00:00,REGULAR,947383,0000274719                                             
J001,R460,01-06-01,MARCY AV,JMZ,BMT,02/13/2017,16:00:00,REGULAR,947987,0000274842                                             
J001,R460,01-06-01,MARCY AV,JMZ,BMT,02/13/2017,20:00:00,REGULAR,948568,0000274979                                             
J001,R460,01-06-01,MARCY AV,JMZ,BMT,02/14/2017,00:00:00,REGULAR,948734,0000275036                                             
J001,R460,01-06-01,MARCY AV,JMZ,BMT,02/14/2017,04:00:00,REGULAR,948756,0000275050                                             
J001,R460,01-06-01,MARCY AV,JMZ,BMT,02/14/2017,08:00:00,REGULAR,949082,0000275225                                             
J001,R460,01-06-01,MARCY AV,JMZ,BMT,02/14/2017,12:00:00,REGULAR,949934,0000275457                                             
J001,R460,01-06-01,MARCY AV,JMZ,BMT,02/14/2017,16:00:00,REGULAR,950470,0000275610                                             
J001,R460,01-06-01,MARCY AV,JMZ,BMT,02/14/2017,20:00:00,REGULAR,951133,0000275776                                             
